Unnamed: 0,postal_code,state,city
17251,55102,MN,saintpaul
17252,82412,WY,byron
17253,62863,IL,mountcarmel
17254,37130,TN,murfreesboro
17255,18624,PA,lakeharmony
17256,93638,CA,madera
17257,90304,CA,inglewood
17258,96722,HI,princeville
17259,52218,IA,coggon
17260,23888,VA,wakefield
17261,70507,LA,lafayette
17262,79772,TX,pecos
17263,6437,CT,guilford
17264,20693,MD,welcome
17265,95346,CA,miwukvillage
17266,12838,NY,hartford
17267,55734,MN,eveleth
17268,95747,CA,roseville
17269,2861,RI,pawtucket
17270,95973,CA,chico
17271,71457,LA,natchitoches
17272,15824,PA,brockway
17273,5142,VT,cavendish
17274,26440,WV,thornton
17275,6479,CT,plantsville
17276,34236,FL,sarasota
17277,92679,CA,trabucocanyon
17278,78014,TX,cotulla
17279,13457,NY,schuylerlake
17280,56011,MN,belleplaine
17281,24058,VA,belspring
17282,37873,TN,surgoinsville
17283,4086,ME,topsham
17284,66869,KS,strongcity
17285,33876,FL,sebring
17286,77017,TX,houston
17287,36542,AL,gulfshores
17288,35618,AL,courtland
17289,55447,MN,minneapolis
17290,37921,TN,knoxville
17291,28621,NC,elkin
17292,49095,MI,vandalia
17293,13691,NY,theresa
17294,32686,FL,reddick
17295,45344,OH,newcarlisle
17296,44504,OH,youngstown
17297,54566,WI,wabeno
17298,95494,CA,yorkville
17299,92808,CA,anaheim
17300,80611,CO,briggsdale
17301,2874,RI,saunderstown
17302,21631,MD,eastnewmarket
17303,95132,CA,sanjose
17304,1949,MA,middleton
17305,71245,LA,grambling
17306,5742,VT,eastwallingford
17307,74112,OK,tulsa
17308,37055,TN,dickson
17309,34104,FL,naples
17310,31523,GA,brunswick
17311,97219,OR,portland
17312,13832,NY,plymouth
17313,32425,FL,bonifay
17314,95975,CA,roughandready
17315,90033,CA,losangeles
17316,62635,IL,emden
17317,20017,DC,washington
17318,20723,MD,laurel
17319,31558,GA,saintmarys
17320,56288,MN,spicer
17321,8608,NJ,trenton
17322,78408,TX,corpuschristi
17323,43466,OH,wayne
17324,46075,IN,whitestown
17325,17233,PA,mcconnellsburg
17326,12489,NY,wawarsing
17327,12783,NY,swanlake
17328,71229,LA,collinston
17329,75838,TX,donie
17330,93618,CA,dinuba
17331,12835,NY,hadley
17332,93502,CA,mojave
17333,48609,MI,saginaw
17334,47838,IN,carlisle
17335,13808,NY,morris
17336,23605,VA,newportnews
17337,13040,NY,cincinnatus
17338,14052,NY,eastaurora
17339,84074,UT,tooele
17340,6378,CT,stonington
17341,19422,PA,bluebell
17342,54115,WI,depere
17343,34698,FL,dunedin
17344,25701,WV,huntington
17345,93657,CA,sanger
17346,98050,WA,preston
17347,5758,VT,mountholly
17348,29631,SC,clemson
17349,77327,TX,cleveland
17350,14625,NY,rochester
17351,13862,NY,whitneypoint
17352,18829,PA,leraysville
17353,7755,NJ,oakhurst
17354,20674,MD,pineypoint
17355,58273,ND,pisek
17356,2474,MA,arlington
17357,38053,TN,millington
17358,63119,MO,saintlouis
17359,98253,WA,greenbank
17360,60156,IL,lakeinthehills
17361,92561,CA,mountaincenter
17362,95354,CA,modesto
17363,49130,MI,union
17364,27926,NC,corapeake
17365,53078,WI,rubicon
17366,79316,TX,brownfield
17367,36036,AL,grady
17368,91436,CA,encino
17369,63874,MO,risco
17370,20678,MD,princefrederick
17371,15208,PA,pittsburgh
17372,90041,CA,losangeles
17373,31068,GA,oglethorpe
17374,33160,FL,northmiamibeach
17375,81212,CO,canoncity
17376,77414,TX,baycity
17377,35206,AL,birmingham
17378,13147,NY,scipiocenter
17379,37902,TN,knoxville
17380,18443,PA,milanville
17381,60491,IL,homerglen
17382,97108,OR,beaver
17383,57474,SD,stratford
17384,68004,NE,bancroft
17385,49266,MI,osseo
17386,65605,MO,aurora
17387,14070,NY,gowanda
17388,91345,CA,missionhills
17389,37022,TN,bethpage
17390,77515,TX,angleton
17391,82058,WY,garrett
17392,45307,OH,bowersville
17393,88253,NM,lakearthur
17394,58011,ND,buffalo
17395,49808,MI,bigbay
17396,64421,MO,amazonia
17397,64856,MO,pineville
17398,70734,LA,geismar
17399,55703,MN,angora
17400,18051,PA,fogelsville
17401,30728,GA,lafayette
17402,88220,NM,carlsbad
17403,72718,AR,cavesprings
17404,49638,MI,harrietta
17405,22436,VA,caret
17406,54129,WI,hilbert
17407,55454,MN,minneapolis
17408,44450,OH,northbloomfield
17409,74401,OK,muskogee
17410,29431,SC,bonneau
17411,98942,WA,selah
17412,97867,OR,northpowder
17413,53537,WI,footville
17414,56721,MN,eastgrandforks
17415,62983,IL,royalton
17416,80124,CO,lonetree
17417,23664,VA,hampton
17418,4666,ME,pembroke
17419,48739,MI,hale
17420,72057,AR,grapevine
17421,29334,SC,duncan
17422,95317,CA,elnido
17423,77954,TX,cuero
17424,54473,WI,rosholt
17425,13424,NY,oriskany
17426,98684,WA,vancouver
17427,94303,CA,paloalto
17428,14621,NY,rochester
17429,33567,FL,plantcity
17430,24613,VA,fallsmills
17431,17721,PA,avis
17432,49051,MI,eastleroy
17433,64116,MO,kansascity
17434,67871,KS,scottcity
17435,4553,ME,newcastle
17436,28607,NC,boone
17437,94547,CA,hercules
17438,49635,MI,frankfort
17439,68643,NE,leigh
17440,61552,IL,mossville
17441,55946,MN,kenyon
17442,72075,AR,jacksonport
17443,5083,VT,westfairlee
17444,32351,FL,quincy
17445,21716,MD,brunswick
17446,72021,AR,brinkley
17447,93287,CA,woody
17448,5001,VT,whiteriverjunction
17449,73453,OK,overbrook
17450,16672,PA,riddlesburg
17451,6262,CT,quinebaug
17452,7901,NJ,summit
17453,4538,ME,boothbayharbor
17454,18091,PA,windgap
17455,4068,ME,porter
17456,44120,OH,cleveland
17457,30527,GA,clermont
17458,37804,TN,maryville
17459,95341,CA,merced
17460,77506,TX,pasadena
17461,93307,CA,bakersfield
17462,98304,WA,ashford
17463,15068,PA,newkensington
17464,16052,PA,prospect
17465,44011,OH,avon
17466,81650,CO,rifle
17467,15490,PA,white
17468,76472,TX,santo
17469,24012,VA,roanoke
17470,31798,GA,wray
17471,54521,WI,eagleriver
17472,2030,MA,dover
17473,18848,PA,towanda
17474,37810,TN,mohawk
17475,3268,NH,salisbury
17476,77350,TX,leggett
17477,15017,PA,bridgeville
17478,4357,ME,richmond
17479,97368,OR,otis
17480,88341,NM,nogal
17481,67026,KS,clearwater
17482,85749,AZ,tucson
17483,73050,OK,langston
17484,42301,KY,owensboro
17485,30108,GA,bowdon
17486,47924,IN,buckcreek
17487,62349,IL,loraine
17488,32577,FL,molino
17489,47025,IN,lawrenceburg
17490,89015,NV,henderson
17491,30234,GA,jenkinsburg
17492,48745,MI,mikado
17493,94403,CA,sanmateo
17494,18250,PA,summithill
17495,25614,WV,cora
17496,39819,GA,bainbridge
17497,30256,GA,meansville
17498,79010,TX,boysranch
17499,57031,SD,gayville
17500,16877,PA,warriorsmark
17501,48340,MI,pontiac
17502,75422,TX,campbell
17503,2791,MA,westportpoint
17504,60178,IL,sycamore
17505,32190,FL,seville
17506,34711,FL,clermont
17507,56741,MN,oakisland
17508,4862,ME,union
17509,95315,CA,delhi
17510,84521,UT,elmo
17511,22733,VA,rapidan
17512,77564,TX,hull
17513,54015,WI,hammond
17514,78837,TX,comstock
17515,88028,NM,cliff
17516,52355,IA,webster
17517,30259,GA,moreland
17518,4851,ME,matinicus
17519,17765,PA,roaringbranch
17520,10301,NY,statenisland
17521,55909,MN,adams
17522,59643,MT,toston
17523,25003,WV,alumcreek
17524,80013,CO,aurora
17525,63135,MO,saintlouis
17526,15905,PA,johnstown
17527,47923,IN,brookston
17528,46737,IN,fremont
17529,29588,SC,myrtlebeach
17530,99143,WA,lacrosse
17531,5871,VT,westburke
17532,64440,MO,dekalb
17533,71417,LA,colfax
17534,43840,OH,stonecreek
17535,72534,AR,floral
17536,45123,OH,greenfield
17537,11717,NY,brentwood
17538,48845,MI,hubbardston
17539,56028,MN,elysian
17540,95212,CA,stockton
17541,23139,VA,powhatan
17542,32920,FL,capecanaveral
17543,42713,KY,bonnieville
17544,50315,IA,desmoines
17545,25287,WV,westcolumbia
17546,97371,OR,rickreall
17547,12745,NY,hortonville
17548,89003,NV,beatty
17549,50323,IA,urbandale
17550,24445,VA,hotsprings
17551,56114,MN,avoca
17552,26164,WV,ravenswood
17553,49812,MI,carney
17554,62432,IL,hidalgo
17555,58077,ND,walcott
17556,62442,IL,martinsville
17557,75451,TX,leesburg
17558,78076,TX,zapata
17559,48041,MI,memphis
17560,30634,GA,dewyrose
17561,43734,OH,duncanfalls
17562,86413,AZ,goldenvalley
17563,55990,MN,wykoff
17564,36904,AL,butler
17565,6614,CT,stratford
17566,53142,WI,kenosha
17567,61084,IL,stillmanvalley
17568,48335,MI,farmington
17569,36256,AL,daviston
17570,68860,NE,oconto
17571,33056,FL,miamigardens
17572,75682,TX,newlondon
17573,94086,CA,sunnyvale
17574,17404,PA,york
17575,31550,GA,manor
17576,45863,OH,middlepoint
17577,76016,TX,arlington
17578,95230,CA,farmington
17579,54828,WI,couderay
17580,71355,LA,moreauville
17581,55103,MN,saintpaul
17582,65281,MO,salisbury
17583,58329,ND,dunseith
17584,62877,IL,richview
17585,28144,NC,salisbury
17586,79014,TX,canadian
17587,89081,NV,northlasvegas
17588,10463,NY,bronx
17589,86015,AZ,bellemont
17590,97030,OR,gresham
17591,29172,SC,westcolumbia
17592,1057,MA,monson
17593,6604,CT,bridgeport
17594,25149,WV,ottawa
17595,61534,IL,greenvalley
17596,56528,MN,dent
17597,32609,FL,gainesville
17598,75936,TX,chester
17599,89043,NV,pioche
17600,61529,IL,elmwood
17601,91030,CA,southpasadena
17602,79901,TX,elpaso
17603,5901,VT,averill
17604,97115,OR,dundee
17605,75410,TX,alba
17606,31743,GA,desoto
17607,87061,NM,torreon
17608,90032,CA,losangeles
17609,61756,IL,maroa
17610,15921,PA,beaverdale
17611,14846,NY,hunt
17612,94122,CA,sanfrancisco
17613,3225,NH,centerbarnstead
17614,40915,KY,bimble
17615,72440,AR,lynn
17616,13132,NY,pennellville
17617,41564,KY,sidney
17618,57037,SD,irene
17619,4649,ME,jonesport
17620,60193,IL,schaumburg
17621,98375,WA,puyallup
17622,51060,IA,ute
17623,64424,MO,bethany
17624,31405,GA,savannah
17625,97904,OR,drewsey
17626,50677,IA,waverly
17627,2721,MA,fallriver
17628,21106,MD,mayo
17629,2828,RI,greenville
17630,52533,IA,batavia
17631,96071,CA,oldstation
17632,47666,IN,patoka
17633,67473,KS,osborne
17634,16874,PA,snowshoe
17635,50075,IA,ellsworth
17636,46102,IN,advance
17637,78004,TX,bergheim
17638,25932,WV,surveyor
17639,76463,TX,mingus
17640,68938,NE,fairfield
17641,60435,IL,joliet
17642,84118,UT,saltlakecity
17643,65438,MO,birchtree
17644,33898,FL,lakewales
17645,20184,VA,upperville
17646,67449,KS,herington
17647,98223,WA,arlington
17648,49886,MI,spalding
17649,3903,ME,eliot
17650,46220,IN,indianapolis
17651,38848,MS,greenwoodsprings
17652,50313,IA,desmoines
17653,62289,IL,summerfield
17654,81526,CO,palisade
17655,86047,AZ,winslow
17656,40730,KY,emlyn
17657,61443,IL,kewanee
17658,35160,AL,talladega
17659,17742,PA,lairdsville
17660,44423,OH,hanoverton
17661,78744,TX,austin
17662,25262,WV,millwood
17663,83101,WY,kemmerer
17664,30516,GA,bowersville
17665,8071,NJ,pitman
17666,84784,UT,hildale
17667,4107,ME,capeelizabeth
17668,55953,MN,lyle
17669,31075,GA,rentz
17670,28759,NC,millsriver
17671,68736,NE,fordyce
17672,21209,MD,baltimore
17673,36108,AL,montgomery
17674,95130,CA,sanjose
17675,12973,NY,piercefield
17676,70030,LA,desallemands
17677,51640,IA,hamburg
17678,23934,VA,cullen
17679,75904,TX,lufkin
17680,95139,CA,sanjose
17681,68313,NE,beavercrossing
17682,19533,PA,leesport
17683,98631,WA,longbeach
17684,43209,OH,columbus
17685,4847,ME,hope
17686,63349,MO,hawkpoint
17687,93239,CA,kettlemancity
17688,45040,OH,mason
17689,4106,ME,southportland
17690,73562,OK,randlett
17691,11023,NY,greatneck
17692,12522,NY,doverplains
17693,55084,MN,taylorsfalls
17694,93306,CA,bakersfield
17695,28105,NC,matthews
17696,46910,IN,akron
17697,21557,MD,rawlings
17698,76092,TX,southlake
17699,80927,CO,coloradosprings
17700,95824,CA,sacramento
17701,46239,IN,indianapolis
17702,85937,AZ,snowflake
17703,26060,WV,valleygrove
17704,1007,MA,belchertown
17705,6247,CT,hampton
17706,48203,MI,highlandpark
17707,37909,TN,knoxville
17708,24440,VA,greenville
17709,35466,AL,gordo
17710,30013,GA,conyers
17711,43760,OH,mountperry
17712,27980,NC,tyner
17713,98052,WA,redmond
17714,23138,VA,porthaywood
17715,57067,SD,utica
17716,46777,IN,ossian
17717,95135,CA,sanjose
17718,59327,MT,forsyth
17719,27027,NC,mayodan
17720,12733,NY,fallsburg
17721,64842,MO,fairview
17722,14747,NY,kennedy
17723,44403,OH,brookfield
17724,74083,OK,wann
17725,68015,NE,cedarbluffs
17726,53020,WI,elkhartlake
17727,93430,CA,cayucos
17728,50148,IA,liscomb
17729,4952,ME,morrill
17730,94552,CA,castrovalley
17731,72358,AR,luxora
17732,97880,OR,ukiah
17733,53189,WI,waukesha
17734,24270,VA,mendota
17735,61240,IL,coalvalley
17736,66101,KS,kansascity
17737,65648,MO,fairgrove
17738,56535,MN,erskine
17739,13491,NY,westwinfield
17740,75233,TX,dallas
17741,21771,MD,mountairy
17742,81431,CO,redvale
17743,17097,PA,wiconisco
17744,89143,NV,lasvegas
17745,19125,PA,philadelphia
17746,92655,CA,midwaycity
17747,91764,CA,ontario
17748,62373,IL,sutter
17749,61761,IL,normal
17750,57523,SD,burke
17751,74364,OK,rose
17752,83855,ID,potlatch
17753,79109,TX,amarillo
17754,96062,CA,millville
17755,10006,NY,newyork
17756,36607,AL,mobile
17757,71601,AR,pinebluff
17758,63038,MO,wildwood
17759,99201,WA,spokane
17760,97419,OR,cheshire
17761,55724,MN,cotton
17762,37208,TN,nashville
17763,5677,VT,waterburycenter
17764,79745,TX,kermit
17765,20772,MD,uppermarlboro
17766,49734,MI,gaylord
17767,37087,TN,lebanon
17768,31077,GA,rhine
17769,11378,NY,maspeth
17770,78016,TX,devine
17771,99129,WA,fruitland
17772,71972,AR,vandervoort
17773,15656,PA,leechburg
17774,47471,IN,worthington
17775,78142,TX,normanna
17776,30344,GA,atlanta
17777,27604,NC,raleigh
17778,26250,WV,belington
17779,97636,OR,paisley
17780,39540,MS,diberville
17781,95310,CA,columbia
17782,58531,ND,coleharbor
17783,20024,DC,washington
17784,61371,IL,triumph
17785,70754,LA,livingston
17786,1749,MA,hudson
17787,26757,WV,romney
17788,85310,AZ,glendale
17789,74562,OK,rattan
17790,12416,NY,chichester
17791,54001,WI,amery
17792,98028,WA,kenmore
17793,7081,NJ,springfield
17794,77535,TX,dayton
17795,15756,PA,mcintyre
17796,16335,PA,meadville
17797,12435,NY,greenfieldpark
17798,46240,IN,indianapolis
17799,33905,FL,fortmyers
17800,33473,FL,boyntonbeach
17801,25125,WV,lizemores
17802,62230,IL,breese
17803,15931,PA,ebensburg
17804,64801,MO,joplin
17805,70508,LA,lafayette
17806,10590,NY,southsalem
17807,59024,MT,custer
17808,78730,TX,austin
17809,84052,UT,myton
17810,55088,MN,webster
17811,50595,IA,webstercity
17812,95511,CA,alderpoint
17813,51401,IA,carroll
17814,72935,AR,dyer
17815,24328,VA,fancygap
17816,41085,KY,silvergrove
17817,76088,TX,weatherford
17818,40828,KY,evarts
17819,15434,PA,elco
17820,12464,NY,phoenicia
17821,89434,NV,sparks
17822,72476,AR,walnutridge
17823,55716,MN,calumet
17824,54149,WI,mountain
17825,29108,SC,newberry
17826,95350,CA,modesto
17827,50436,IA,forestcity
17828,10011,NY,newyork
17829,13126,NY,oswego
17830,48166,MI,newport
17831,20653,MD,lexingtonpark
17832,36576,AL,silverhill
17833,12037,NY,chatham
17834,78229,TX,sanantonio
17835,96097,CA,yreka
17836,48079,MI,saintclair
17837,38366,TN,pinson
17838,12493,NY,westpark
17839,65536,MO,lebanon
17840,21607,MD,barclay
17841,90650,CA,norwalk
17842,96814,HI,honolulu
17843,76259,TX,ponder
17844,95035,CA,milpitas
17845,49740,MI,harborsprings
17846,8212,NJ,capemaypoint
17847,90704,CA,avalon
17848,46222,IN,indianapolis
17849,42104,KY,bowlinggreen
17850,56237,MN,echo
17851,55960,MN,oronoco
17852,87053,NM,sanysidro
17853,87106,NM,albuquerque
17854,72464,AR,saintfrancis
17855,98535,WA,copalisbeach
17856,67467,KS,minneapolis
17857,4628,ME,dennysville
17858,73722,OK,burlington
17859,53103,WI,bigbend
17860,17007,PA,boilingsprings
17861,67052,KS,goddard
17862,64036,MO,henrietta
17863,85268,AZ,fountainhills
17864,39752,MS,mathiston
17865,39466,MS,picayune
17866,47620,IN,mountvernon
17867,46184,IN,whiteland
17868,15015,PA,bradfordwoods
17869,10514,NY,chappaqua
17870,32086,FL,saintaugustine
17871,61081,IL,sterling
17872,91916,CA,descanso
17873,80118,CO,larkspur
17874,90201,CA,bellgardens
17875,12538,NY,hydepark
17876,99005,WA,colbert
17877,11935,NY,cutchogue
17878,95930,CA,clippermills
17879,77318,TX,willis
17880,23962,VA,randolph
17881,17408,PA,york
17882,24836,WV,gary
17883,4574,ME,washington
17884,37691,TN,trade
17885,27593,NC,wilsonsmills
17886,10039,NY,newyork
17887,51360,IA,spiritlake
17888,60554,IL,sugargrove
17889,17752,PA,montgomery
17890,65565,MO,steelville
17891,37310,TN,charleston
17892,64155,MO,kansascity
17893,42371,KY,rumsey
17894,10985,NY,thompsonridge
17895,23039,VA,crozier
17896,17972,PA,schuylkillhaven
17897,15332,PA,finleyville
17898,25306,WV,charleston
17899,98188,WA,seattle
17900,87580,NM,valdez
17901,61350,IL,ottawa
17902,94952,CA,petaluma
17903,60521,IL,hinsdale
17904,65072,MO,rockymount
17905,83646,ID,meridian
17906,32808,FL,orlando
17907,35072,AL,goodwater
17908,62441,IL,marshall
17909,19380,PA,westchester
17910,60453,IL,oaklawn
17911,55030,MN,grasston
17912,37765,TN,kylesford
17913,95662,CA,orangevale
17914,61039,IL,germanvalley
17915,77708,TX,beaumont
17916,27574,NC,roxboro
17917,12972,NY,peru
17918,89506,NV,reno
17919,31206,GA,macon
17920,35763,AL,owenscrossroads
17921,13681,NY,richville
17922,38380,TN,sugartree
17923,49337,MI,newaygo
17924,16110,PA,adamsville
17925,82431,WY,lovell
17926,51446,IA,irwin
17927,2333,MA,eastbridgewater
17928,49930,MI,hancock
17929,49220,MI,addison
17930,85035,AZ,phoenix
17931,72135,AR,roland
17932,8901,NJ,newbrunswick
17933,92567,CA,nuevo
17934,95605,CA,westsacramento
17935,14126,NY,olcott
17936,8830,NJ,iselin
17937,56270,MN,morton
17938,55014,MN,circlepines
17939,71101,LA,shreveport
17940,21915,MD,chesapeakecity
17941,15901,PA,johnstown
17942,59631,MT,basin
17943,48117,MI,carleton
17944,50701,IA,waterloo
17945,71360,LA,pineville
17946,20895,MD,kensington
17947,19032,PA,folcroft
17948,97448,OR,junctioncity
17949,5046,VT,groton
17950,8554,NJ,roebling
17951,72069,AR,hollygrove
17952,10965,NY,pearlriver
17953,79057,TX,mclean
17954,48158,MI,manchester
17955,74422,OK,boynton
17956,79403,TX,lubbock
17957,24530,VA,callands
17958,85342,AZ,morristown
17959,59102,MT,billings
17960,1330,MA,ashfield
17961,47112,IN,corydon
17962,56312,MN,belgrade
17963,38334,TN,finger
17964,77612,TX,buna
17965,35042,AL,centreville
17966,52068,IA,peosta
17967,72958,AR,waldron
17968,87511,NM,alcalde
17969,6052,CT,newbritain
17970,60465,IL,paloshills
17971,75490,TX,trenton
17972,83128,WY,alpine
17973,97391,OR,toledo
17974,62046,IL,hamel
17975,7060,NJ,plainfield
17976,68714,NE,bassett
17977,37028,TN,bumpusmills
17978,57311,SD,alexandria
17979,37380,TN,southpittsburg
17980,5038,VT,chelsea
17981,94018,CA,elgranada
17982,56021,MN,courtland
17983,51445,IA,idagrove
17984,85050,AZ,phoenix
17985,99341,WA,lind
17986,6472,CT,northford
17987,71075,LA,springhill
17988,1542,MA,rochdale
17989,53048,WI,lomira
17990,32140,FL,florahome
17991,48122,MI,melvindale
17992,3241,NH,hebron
17993,60151,IL,maplepark
17994,31404,GA,savannah
17995,71921,AR,amity
17996,38572,TN,crossville
17997,83402,ID,idahofalls
17998,94065,CA,redwoodcity
17999,11798,NY,wyandanch
18000,43228,OH,columbus
18001,93238,CA,kernville
18002,76132,TX,fortworth
18003,36541,AL,grandbay
18004,92126,CA,sandiego
18005,84065,UT,riverton
18006,24538,VA,concord
18007,20664,MD,newburg
18008,33823,FL,auburndale
18009,72072,AR,humnoke
18010,93435,CA,harmony
18011,85643,AZ,willcox
18012,83672,ID,weiser
18013,90025,CA,losangeles
18014,28787,NC,weaverville
18015,84404,UT,ogden
18016,35643,AL,hillsboro
18017,80205,CO,denver
18018,97499,OR,yoncalla
18019,36049,AL,luverne
18020,48655,MI,saintcharles
18021,49768,MI,paradise
18022,59201,MT,wolfpoint
18023,37862,TN,sevierville
18024,70788,LA,whitecastle
18025,73052,OK,lindsay
18026,52767,IA,pleasantvalley
18027,29643,SC,fairplay
18028,76063,TX,mansfield
18029,29545,SC,greensea
18030,98580,WA,roy
18031,77033,TX,houston
18032,37394,TN,viola
18033,11210,NY,brooklyn
18034,27050,NC,tobaccoville
18035,30541,GA,epworth
18036,49012,MI,augusta
18037,34205,FL,bradenton
18038,61015,IL,chana
18039,78259,TX,sanantonio
18040,2921,RI,cranston
18041,7069,NJ,watchung
18042,28583,NC,stonewall
18043,23917,VA,boydton
18044,98409,WA,tacoma
18045,38683,MS,walnut
18046,87543,NM,llano
18047,46229,IN,indianapolis
18048,77982,TX,portoconnor
18049,68642,NE,humphrey
18050,95570,CA,trinidad
18051,28480,NC,wrightsvillebeach
18052,43025,OH,hebron
18053,21622,MD,churchcreek
18054,76013,TX,arlington
18055,6755,CT,gaylordsville
18056,23518,VA,norfolk
18057,16211,PA,beyer
18058,57788,SD,vale
18059,28602,NC,hickory
18060,12407,NY,ashland
18061,84088,UT,westjordan
18062,99927,AK,pointbaker
18063,61733,IL,deercreek
18064,23970,VA,southhill
18065,95987,CA,williams
18066,82935,WY,greenriver
18067,79705,TX,midland
18068,45044,OH,middletown
18069,30445,GA,mountvernon
18070,16410,PA,cranesville
18071,65560,MO,salem
18072,27006,NC,advance
18073,81228,CO,granite
18074,21865,MD,tyaskin
18075,60603,IL,chicago
18076,53534,WI,edgerton
18077,61822,IL,champaign
18078,65552,MO,plato
18079,53705,WI,madison
18080,97236,OR,portland
18081,95746,CA,granitebay
18082,3593,NH,randolph
18083,76638,TX,crawford
18084,68135,NE,omaha
18085,13159,NY,tully
18086,37408,TN,chattanooga
18087,77659,TX,sourlake
18088,1854,MA,lowell
18089,27615,NC,raleigh
18090,95439,CA,fulton
18091,44134,OH,cleveland
18092,48860,MI,muir
18093,72414,AR,blackoak
18094,1364,MA,orange
18095,48178,MI,southlyon
18096,58552,ND,linton
18097,40943,KY,girdler
18098,43413,OH,cygnet
18099,32561,FL,gulfbreeze
18100,35209,AL,birmingham
18101,82410,WY,basin
18102,18824,PA,hopbottom
18103,48442,MI,holly
18104,42344,KY,graham
18105,35613,AL,athens
18106,38855,MS,mantachie
18107,48829,MI,edmore
18108,81652,CO,silt
18109,50201,IA,nevada
18110,12741,NY,hankins
18111,50521,IA,burnside
18112,7756,NJ,oceangrove
18113,54631,WI,gaysmills
18114,49415,MI,fruitport
18115,37890,TN,whitepine
18116,22812,VA,bridgewater
18117,58501,ND,bismarck
18118,83314,ID,bliss
18119,37040,TN,clarksville
18120,29123,SC,pelion
18121,68651,NE,osceola
18122,13664,NY,morristown
18123,60062,IL,northbrook
18124,67330,KS,altamont
18125,60911,IL,ashkum
18126,32177,FL,palatka
18127,75681,TX,mountenterprise
18128,83641,ID,melba
18129,73092,OK,verden
18130,22025,VA,dumfries
18131,21912,MD,warwick
18132,5778,VT,whiting
18133,58579,ND,wilton
18134,75469,TX,pecangap
18135,98178,WA,seattle
18136,8215,NJ,eggharborcity
18137,97538,OR,selma
18138,20201,DC,washington
18139,81655,CO,wolcott
18140,45102,OH,amelia
18141,40419,KY,craborchard
18142,80483,CO,yampa
18143,72949,AR,ozark
18144,74574,OK,tuskahoma
18145,85006,AZ,phoenix
18146,76578,TX,thrall
18147,15639,PA,hunker
18148,36271,AL,ohatchee
18149,72629,AR,dennard
18150,5679,VT,williamstown
18151,17522,PA,ephrata
18152,65259,MO,huntsville
18153,61088,IL,winnebago
18154,85927,AZ,greer
18155,95945,CA,grassvalley
18156,53088,WI,stockbridge
18157,33155,FL,miami
18158,74859,OK,okemah
18159,82701,WY,newcastle
18160,20710,MD,bladensburg
18161,98381,WA,sekiu
18162,38231,TN,henry
18163,70560,LA,newiberia
18164,83554,ID,whitebird
18165,58243,ND,hoople
18166,24935,WV,foresthill
18167,23063,VA,goochland
18168,21045,MD,columbia
18169,41653,KY,prestonsburg
18170,65686,MO,kimberlingcity
18171,74131,OK,tulsa
18172,3230,NH,danbury
18173,89415,NV,hawthorne
18174,28395,NC,wade
18175,32233,FL,atlanticbeach
18176,55119,MN,saintpaul
18177,39094,MS,lena
18178,24572,VA,madisonheights
18179,80031,CO,westminster
18180,32724,FL,deland
18181,87521,NM,chamisal
18182,58448,ND,hannaford
18183,27527,NC,clayton
18184,62323,IL,chambersburg
18185,1519,MA,grafton
18186,68814,NE,ansley
18187,66449,KS,leonardville
18188,98635,WA,lyle
18189,57234,SD,estelline
18190,92869,CA,orange
18191,24067,VA,callaway
18192,48832,MI,elwell
18193,16239,PA,marienville
18194,98072,WA,woodinville
18195,97413,OR,blueriver
18196,94609,CA,oakland
18197,32533,FL,cantonment
18198,94115,CA,sanfrancisco
18199,31602,GA,valdosta
18200,28208,NC,charlotte
18201,24605,VA,bluefield
18202,34117,FL,naples
18203,90017,CA,losangeles
18204,34108,FL,naples
18205,36693,AL,mobile
18206,21801,MD,salisbury
18207,33169,FL,miami
18208,87724,NM,laloma
18209,40472,KY,ravenna
18210,41513,KY,belcher
18211,73062,OK,mountainview
18212,94510,CA,benicia
18213,3583,NH,jefferson
18214,28762,NC,oldfort
18215,16912,PA,blossburg
18216,89705,NV,carsoncity
18217,57363,SD,mountvernon
18218,92399,CA,yucaipa
18219,30346,GA,atlanta
18220,12842,NY,indianlake
18221,80204,CO,denver
18222,4258,ME,minot
18223,65248,MO,fayette
18224,78880,TX,rocksprings
18225,58274,ND,portland
18226,5486,VT,southhero
18227,25704,WV,huntington
18228,66616,KS,topeka
18229,33767,FL,clearwaterbeach
18230,46036,IN,elwood
18231,21093,MD,luthervilletimonium
18232,80480,CO,walden
18233,80907,CO,coloradosprings
18234,59927,MT,olney
18235,7931,NJ,farhills
18236,31216,GA,macon
18237,29728,SC,pageland
18238,12449,NY,lakekatrine
18239,94519,CA,concord
18240,17004,PA,belleville
18241,28420,NC,ash
18242,69163,NE,stapleton
18243,32779,FL,longwood
18244,95919,CA,brownsville
18245,53582,WI,ridgeway
18246,37030,TN,carthage
18247,32205,FL,jacksonville
18248,47951,IN,kentland
18249,32046,FL,hilliard
18250,67650,KS,morland
18251,21645,MD,kennedyville
18252,74547,OK,hartshorne
18253,96028,CA,fallrivermills
18254,53916,WI,beaverdam
18255,83466,ID,northfork
18256,11501,NY,mineola
18257,16130,PA,hadley
18258,49962,MI,skanee
18259,96785,HI,volcano
18260,84622,UT,centerfield
18261,78363,TX,kingsville
18262,43610,OH,toledo
18263,7649,NJ,oradell
18264,4101,ME,portland
18265,22646,VA,millwood
18266,75421,TX,brookston
